config_id,seed,area,aspect_ratio,block,x,y,rotation
P1,1107,190557.0,2.4480286738351253,b81,229.0,642.0,90
P1,1107,190557.0,2.4480286738351253,b82,149.0,61.0,90
P1,1107,190557.0,2.4480286738351253,b83,188.0,39.0,90
P1,1107,190557.0,2.4480286738351253,b84,149.0,150.0,0
P1,1107,190557.0,2.4480286738351253,b85,216.0,146.0,90
P1,1107,190557.0,2.4480286738351253,b86,182.0,242.0,90
P1,1107,190557.0,2.4480286738351253,b87,206.0,361.0,90
P1,1107,190557.0,2.4480286738351253,b88,79.0,206.0,0
P1,1107,190557.0,2.4480286738351253,b89,79.0,179.0,0
P1,1107,190557.0,2.4480286738351253,b9,0.0,211.0,0
P1,1107,190557.0,2.4480286738351253,b90,242.0,541.0,90
P1,1107,190557.0,2.4480286738351253,b91,142.0,538.0,0
P1,1107,190557.0,2.4480286738351253,b92,0.0,569.0,0
P1,1107,190557.0,2.4480286738351253,b93,53.0,615.0,0
P1,1107,190557.0,2.4480286738351253,b94,220.0,166.0,0
P1,1107,190557.0,2.4480286738351253,b95,66.0,230.0,0
P1,1107,190557.0,2.4480286738351253,b96,0.0,529.0,90
P1,1107,190557.0,2.4480286738351253,b97,261.0,152.0,0
P1,1107,190557.0,2.4480286738351253,b98,0.0,97.0,0
P1,1107,190557.0,2.4480286738351253,b99,145.0,471.0,0
P2,1110,362894.0,3.5,b0,125.0,768.0,90
P2,1110,362894.0,3.5,b1,86.0,712.0,0
P2,1110,362894.0,3.5,b10,282.0,505.0,0
P2,1110,362894.0,3.5,b11,218.0,828.0,90
P2,1110,362894.0,3.5,b12,82.0,67.0,90
P2,1110,362894.0,3.5,b13,132.0,453.0,90
P2,1110,362894.0,3.5,b14,219.0,585.0,0
P2,1110,362894.0,3.5,b15,218.0,776.0,0
P2,1110,362894.0,3.5,b16,110.0,352.0,90
P2,1110,362894.0,3.5,b17,208.0,388.0,0
P2,1110,362894.0,3.5,b18,157.0,388.0,90
P2,1110,362894.0,3.5,b19,82.0,517.0,90
P2,1110,362894.0,3.5,b2,269.0,38.0,0
P2,1110,362894.0,3.5,b20,83.0,892.0,0
P2,1110,362894.0,3.5,b21,157.0,1074.0,0
P2,1110,362894.0,3.5,b22,179.0,65.0,90
P2,1110,362894.0,3.5,b23,151.0,722.0,90
P2,1110,362894.0,3.5,b24,82.0,22.0,90
P2,1110,362894.0,3.5,b25,103.0,1068.0,0
P2,1110,362894.0,3.5,b26,220.0,234.0,0
P2,1110,362894.0,3.5,b27,129.0,625.0,90
P2,1110,362894.0,3.5,b28,212.0,936.0,90
P2,1110,362894.0,3.5,b29,195.0,644.0,0
P2,1110,362894.0,3.5,b3,82.0,548.0,90
P2,1110,362894.0,3.5,b30,194.0,618.0,0
P2,1110,362894.0,3.5,b31,81.0,968.0,0
P2,1110,362894.0,3.5,b32,86.0,606.0,0
P2,1110,362894.0,3.5,b33,120.0,884.0,90
P2,1110,362894.0,3.5,b34,179.0,114.0,0
P2,1110,362894.0,3.5,b35,179.0,0.0,0
P2,1110,362894.0,3.5,b36,86.0,768.0,0
P2,1110,362894.0,3.5,b37,25.0,680.0,0
P2,1110,362894.0,3.5,b38,149.0,501.0,90
P2,1110,362894.0,3.5,b39,238.0,628.0,90
P2,1110,362894.0,3.5,b4,86.0,873.0,0
P2,1110,362894.0,3.5,b40,275.0,72.0,0
P2,1110,362894.0,3.5,b41,156.0,1013.0,0
P2,1110,362894.0,3.5,b42,191.0,335.0,0
P2,1110,362894.0,3.5,b43,179.0,524.0,90
P2,1110,362894.0,3.5,b44,110.0,388.0,90
P2,1110,362894.0,3.5,b45,125.0,811.0,90
P2,1110,362894.0,3.5,b46,59.0,1097.0,0
P2,1110,362894.0,3.5,b47,235.0,454.0,0
P2,1110,362894.0,3.5,b48,173.0,207.0,0
P2,1110,362894.0,3.5,b49,155.0,266.0,90
P2,1110,362894.0,3.5,b5,142.0,313.0,90
P2,1110,362894.0,3.5,b50,110.0,225.0,90
P2,1110,362894.0,3.5,b51,260.0,0.0,90
P2,1110,362894.0,3.5,b52,158.0,749.0,0
P2,1110,362894.0,3.5,b53,86.0,585.0,0
P2,1110,362894.0,3.5,b54,25.0,585.0,90
P2,1110,362894.0,3.5,b55,253.0,335.0,90
P2,1110,362894.0,3.5,b56,107.0,936.0,90
P2,1110,362894.0,3.5,b57,217.0,102.0,0
P2,1110,362894.0,3.5,b58,189.0,454.0,0
P2,1110,362894.0,3.5,b59,128.0,834.0,90
P2,1110,362894.0,3.5,b6,210.0,47.0,0
P2,1110,362894.0,3.5,b60,107.0,1019.0,90
P2,1110,362894.0,3.5,b61,162.0,690.0,0
P2,1110,362894.0,3.5,b62,86.0,749.0,0
P2,1110,362894.0,3.5,b63,110.0,189.0,90
P2,1110,362894.0,3.5,b64,210.0,0.0,0
P2,1110,362894.0,3.5,b65,25.0,0.0,0
P2,1110,362894.0,3.5,b66,183.0,1013.0,0
P2,1110,362894.0,3.5,b67,122.0,145.0,90
P2,1110,362894.0,3.5,b68,155.0,884.0,90
P2,1110,362894.0,3.5,b69,212.0,749.0,0
P2,1110,362894.0,3.5,b7,82.0,0.0,90
P2,1110,362894.0,3.5,b70,170.0,936.0,0
P2,1110,362894.0,3.5,b71,110.0,453.0,90
P2,1110,362894.0,3.5,b72,25.0,603.0,0
P2,1110,362894.0,3.5,b73,220.0,274.0,90
P2,1110,362894.0,3.5,b74,86.0,835.0,90
P2,1110,362894.0,3.5,b75,81.0,1064.0,0
P2,1110,362894.0,3.5,b76,129.0,690.0,90
P2,1110,362894.0,3.5,b77,122.0,0.0,90
P2,1110,362894.0,3.5,b78,163.0,234.0,0
P2,1110,362894.0,3.5,b79,122.0,85.0,90
P2,1110,362894.0,3.5,b8,25.0,968.0,0
P2,1110,362894.0,3.5,b80,25.0,664.0,90
P2,1110,362894.0,3.5,b81,129.0,585.0,90
P2,1110,362894.0,3.5,b82,45.0,911.0,0
P2,1110,362894.0,3.5,b83,98.0,1107.0,0
P2,1110,362894.0,3.5,b84,59.0,1030.0,90
P2,1110,362894.0,3.5,b85,0.0,0.0,90
P2,1110,362894.0,3.5,b86,213.0,65.0,0
P2,1110,362894.0,3.5,b87,173.0,168.0,90
P2,1110,362894.0,3.5,b88,277.0,680.0,0
P2,1110,362894.0,3.5,b89,200.0,722.0,0
P2,1110,362894.0,3.5,b9,195.0,706.0,90
P2,1110,362894.0,3.5,b90,179.0,585.0,0
P2,1110,362894.0,3.5,b91,26.0,1071.0,90
P2,1110,362894.0,3.5,b92,0.0,1071.0,0
P2,1110,362894.0,3.5,b93,170.0,978.0,0
P2,1110,362894.0,3.5,b94,0.0,1030.0,90
P2,1110,362894.0,3.5,b95,122.0,66.0,0
P2,1110,362894.0,3.5,b96,129.0,650.0,90
P2,1110,362894.0,3.5,b97,225.0,488.0,90
P2,1110,362894.0,3.5,b98,81.0,1002.0,0
P2,1110,362894.0,3.5,b99,107.0,953.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b0,105.0,127.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b1,0.0,377.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b10,172.0,66.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b11,0.0,201.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b12,39.0,0.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b13,39.0,342.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b14,126.0,0.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b15,67.0,0.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b16,39.0,306.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b17,189.0,0.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b18,208.0,176.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b19,192.0,395.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b2,96.0,317.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b20,0.0,138.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b21,55.0,444.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b22,104.0,160.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b23,188.0,335.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b24,191.0,307.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b25,96.0,260.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b26,219.0,606.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b27,67.0,102.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b28,194.0,355.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b29,233.0,0.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b3,0.0,22.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b30,39.0,186.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b31,177.0,595.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b32,39.0,401.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b33,104.0,225.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b34,66.0,158.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b35,67.0,127.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b36,0.0,310.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b37,148.0,159.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b38,67.0,79.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b39,66.0,516.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b4,0.0,566.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b40,92.0,401.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b41,39.0,94.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b42,124.0,610.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b43,119.0,462.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b44,39.0,212.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b45,87.0,351.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b46,0.0,0.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b47,0.0,442.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b48,87.0,374.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b49,190.0,521.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b5,0.0,89.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b50,160.0,395.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b51,200.0,483.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b52,0.0,585.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b53,192.0,462.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b54,135.0,266.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b55,66.0,695.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b56,126.0,43.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b57,237.0,432.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b58,126.0,60.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b59,0.0,260.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b6,140.0,508.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b60,132.0,94.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b61,38.0,535.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b62,121.0,508.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b63,192.0,426.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b64,140.0,526.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b65,124.0,672.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b66,0.0,630.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b67,209.0,132.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b68,135.0,214.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b69,67.0,52.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b7,177.0,573.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b70,177.0,621.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b71,55.0,494.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b72,198.0,224.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b73,54.0,568.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b74,217.0,568.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b75,38.0,516.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b76,39.0,61.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b77,67.0,629.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b78,0.0,534.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b79,119.0,401.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b8,181.0,663.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b80,242.0,348.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b81,144.0,355.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b82,39.0,259.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b83,104.0,209.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b84,191.0,285.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b85,180.0,483.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b86,121.0,573.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b87,0.0,157.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b88,39.0,149.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b89,0.0,507.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b9,237.0,307.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b90,149.0,317.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b91,135.0,284.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b92,242.0,406.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b93,138.0,179.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b94,148.0,118.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b95,190.0,66.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b96,0.0,691.0,90
P2-dedup-only,1104,189329.0,2.8223938223938223,b97,38.0,444.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b98,231.0,661.0,0
P2-dedup-only,1104,189329.0,2.8223938223938223,b99,209.0,66.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b0,125.0,788.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b1,86.0,712.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b10,219.0,618.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b11,218.0,935.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b12,82.0,67.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b13,132.0,453.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b14,169.0,840.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b15,218.0,883.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b16,110.0,352.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b17,208.0,388.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b18,157.0,388.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b19,82.0,517.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b2,269.0,38.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b20,83.0,920.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b21,230.0,149.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b22,179.0,65.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b23,151.0,768.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b24,82.0,22.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b25,103.0,1103.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b26,220.0,234.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b27,129.0,625.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b28,212.0,974.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b29,162.0,690.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b3,82.0,548.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b30,194.0,618.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b31,81.0,996.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b32,86.0,606.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b33,120.0,913.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b34,179.0,114.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b35,179.0,0.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b36,86.0,768.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b37,25.0,680.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b38,149.0,501.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b39,238.0,618.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b4,86.0,901.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b40,275.0,199.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b41,156.0,1048.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b42,191.0,335.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b43,201.0,524.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b44,110.0,388.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b45,125.0,840.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b46,59.0,1125.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b47,235.0,454.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b48,173.0,207.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b49,155.0,266.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b5,142.0,313.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b50,110.0,225.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b51,260.0,0.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b52,158.0,795.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b53,86.0,585.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b54,25.0,585.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b55,253.0,335.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b56,107.0,965.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b57,217.0,102.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b58,189.0,454.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b59,128.0,863.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b6,210.0,47.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b60,107.0,1048.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b61,186.0,690.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b62,86.0,749.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b63,110.0,189.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b64,210.0,0.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b65,25.0,0.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b66,183.0,1048.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b67,122.0,145.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b68,155.0,913.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b69,212.0,795.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b7,82.0,0.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b70,170.0,965.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b71,110.0,453.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b72,25.0,603.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b73,220.0,274.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b74,86.0,863.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b75,81.0,1092.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b76,129.0,690.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b77,122.0,0.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b78,163.0,234.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b79,122.0,85.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b8,25.0,996.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b80,25.0,664.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b81,129.0,585.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b82,45.0,939.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b83,179.0,524.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b84,59.0,1058.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b85,0.0,0.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b86,213.0,65.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b87,173.0,168.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b88,277.0,670.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b89,200.0,768.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b9,162.0,752.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b90,201.0,585.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b91,26.0,1099.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b92,0.0,1099.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b93,170.0,1013.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b94,0.0,1058.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b95,122.0,66.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b96,129.0,650.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b97,247.0,487.0,90
P2-directed-only,1110,371910.0,3.5869565217391304,b98,81.0,1030.0,0
P2-directed-only,1110,371910.0,3.5869565217391304,b99,107.0,982.0,0
