config_id,seed,area,aspect_ratio,block,x,y,rotation
Q1-G,1101,279189.0,62.19402985074627,b10,3572.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b11,1509.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b12,2463.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b13,917.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b14,965.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b15,589.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b16,1991.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b17,760.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b18,1251.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b19,2718.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b2,2246.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b20,3974.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b21,418.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b22,2524.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b23,3501.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b24,3196.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b25,1881.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b26,1656.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b27,2573.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b28,2299.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b29,2806.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b3,1154.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b30,4027.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b31,3726.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b32,1548.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b33,3831.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b34,2924.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b35,3261.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b36,1115.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b37,3241.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b38,3134.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b39,804.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b4,4051.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b40,3886.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b41,2830.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b42,255.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b43,856.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b44,648.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b45,3478.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b46,3774.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b47,1749.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b48,2749.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b49,713.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b5,2067.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b50,1814.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b51,1711.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b52,1299.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b53,3646.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b54,3405.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b55,2106.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b56,3423.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b57,3813.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b58,2672.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b59,2140.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b6,3934.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b60,3606.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b61,3853.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b62,3328.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b63,2598.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b64,1459.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b65,482.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b66,0.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b67,2380.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b68,317.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b69,2951.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b7,3752.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b70,2338.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b71,3048.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b72,194.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b73,67.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b74,2634.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b75,4080.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b76,3912.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b77,128.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b78,3292.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b79,1191.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b8,539.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b80,3590.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b81,2027.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b82,1028.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b83,4145.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b84,2857.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b85,4099.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b86,1935.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b87,2424.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b88,3689.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b89,3440.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b9,4011.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b90,3157.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b91,2190.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b92,4119.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b93,1591.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b94,1353.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b95,3521.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b96,1075.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b97,3388.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b98,3112.0,0.0,0
Q1-G,1101,279189.0,62.19402985074627,b99,369.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b0,171.0,52.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b1,214.0,50.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b10,343.0,290.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b11,314.0,231.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b12,231.0,356.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b13,463.0,274.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b14,329.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b15,154.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b16,174.0,322.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b17,279.0,70.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b18,50.0,49.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b19,123.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b2,277.0,136.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b20,311.0,141.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b21,355.0,342.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b22,123.0,178.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b23,313.0,43.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b24,395.0,228.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b25,167.0,109.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b26,50.0,164.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b27,278.0,292.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b28,206.0,109.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b29,361.0,318.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b3,314.0,164.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b30,423.0,240.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b31,0.0,263.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b32,423.0,174.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b33,257.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b34,149.0,255.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b35,0.0,192.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b36,223.0,255.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b37,171.0,87.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b38,291.0,194.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b39,50.0,109.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b4,392.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b40,167.0,163.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b41,292.0,364.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b42,463.0,322.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b43,245.0,194.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b44,102.0,131.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b45,213.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b46,323.0,119.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b47,0.0,297.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b48,214.0,23.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b49,176.0,255.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b5,423.0,339.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b50,245.0,127.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b51,66.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b52,361.0,273.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b53,131.0,322.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b54,423.0,107.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b55,323.0,63.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b56,362.0,80.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b57,231.0,338.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b58,279.0,24.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b59,262.0,255.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b6,245.0,87.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b60,84.0,296.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b61,459.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b62,401.0,168.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b63,209.0,194.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b64,351.0,164.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b65,115.0,52.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b66,392.0,19.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b67,131.0,343.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b68,157.0,189.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b69,463.0,65.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b7,423.0,217.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b70,353.0,231.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b71,102.0,109.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b72,66.0,234.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b73,362.0,97.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b74,0.0,88.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b75,421.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b76,322.0,342.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b77,463.0,92.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b78,171.0,358.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b79,476.0,158.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b8,0.0,130.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b80,50.0,234.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b81,0.0,223.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b82,74.0,336.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b83,463.0,218.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b84,441.0,107.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b85,26.0,263.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b86,479.0,218.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b87,278.0,317.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b88,292.0,0.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b89,425.0,80.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b9,231.0,322.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b90,0.0,49.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b91,90.0,178.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b92,74.0,320.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b93,482.0,0.0,90
Q1-SP,1102,203840.0,1.3265306122448979,b94,33.0,319.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b95,33.0,296.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b96,423.0,273.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b97,98.0,38.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b98,127.0,234.0,0
Q1-SP,1102,203840.0,1.3265306122448979,b99,0.0,0.0,90
