config_id,seed,area,aspect_ratio,block,x,y,rotation
Q1-BT-D,1110,362894.0,3.5,b83,98.0,1107.0,0
Q1-BT-D,1110,362894.0,3.5,b84,59.0,1030.0,90
Q1-BT-D,1110,362894.0,3.5,b85,0.0,0.0,90
Q1-BT-D,1110,362894.0,3.5,b86,213.0,65.0,0
Q1-BT-D,1110,362894.0,3.5,b87,173.0,168.0,90
Q1-BT-D,1110,362894.0,3.5,b88,277.0,680.0,0
Q1-BT-D,1110,362894.0,3.5,b89,200.0,722.0,0
Q1-BT-D,1110,362894.0,3.5,b9,195.0,706.0,90
Q1-BT-D,1110,362894.0,3.5,b90,179.0,585.0,0
Q1-BT-D,1110,362894.0,3.5,b91,26.0,1071.0,90
Q1-BT-D,1110,362894.0,3.5,b92,0.0,1071.0,0
Q1-BT-D,1110,362894.0,3.5,b93,170.0,978.0,0
Q1-BT-D,1110,362894.0,3.5,b94,0.0,1030.0,90
Q1-BT-D,1110,362894.0,3.5,b95,122.0,66.0,0
Q1-BT-D,1110,362894.0,3.5,b96,129.0,650.0,90
Q1-BT-D,1110,362894.0,3.5,b97,225.0,488.0,90
Q1-BT-D,1110,362894.0,3.5,b98,81.0,1002.0,0
Q1-BT-D,1110,362894.0,3.5,b99,107.0,953.0,0
